City;Name_id;Среднее по полю Salary From;Среднее по полю Salary To
Магнитогорск;Мастер по ремонту оборудования, техники;20000;50000
Магнитогорск;Машинист;41666,66667;50000
Магнитогорск;Менеджер по закупкам;53333,33333;52500
Магнитогорск;Менеджер по логистике, менеджер по ВЭД;48250;60000
Магнитогорск;Менеджер по персоналу;50000;
Магнитогорск;Менеджер по продажам, менеджер по работе с клиентами;59166,66667;158750
Магнитогорск;Механик;85000;
Магнитогорск;Монтажник;80000;90000
Магнитогорск;Начальник склада;0;0
Магнитогорск;Оператор ПК, оператор базы данных;32500;30000
Магнитогорск;Оператор станков с ЧПУ;55000;60000
Магнитогорск;Переводчик;32000;
Магнитогорск;Программист, разработчик;150000;200000
Магнитогорск;Продавец-консультант, продавец-кассир;34400;46750
Магнитогорск;Прораб, мастер СМР;100000;0
Магнитогорск;Разнорабочий;67333,33333;0
Магнитогорск;Руководитель отдела персонала;70000;
Магнитогорск;Сварщик;70000;85000
Магнитогорск;Сервисный инженер, инженер-механик;0;0
Магнитогорск;Системный администратор;25000;0
Магнитогорск;Слесарь, сантехник;75000;88333,33333
Магнитогорск;Специалист технической поддержки;48800;64300
Магнитогорск;Супервайзер;75000;90000
Магнитогорск;Технолог;17500;31666,66667
Магнитогорск;Торговый представитель;53000;73333,33333
Магнитогорск;Уборщица, уборщик;9000;10000
Магнитогорск;Учитель, преподаватель, педагог;40000;50000
Магнитогорск;Электромонтажник;66666,66667;97000
Майкоп;Администратор;0;0
Майкоп;Бухгалтер;37500;
Майкоп;Водитель;72500;165000
Майкоп;Другое;60000;
Майкоп;Менеджер по закупкам;70000;
Майкоп;Менеджер по продажам, менеджер по работе с клиентами;45000;185000
Майкоп;Оператор производственной линии;30000;
Майкоп;Официант, бармен, бариста;0;0
Майкоп;Охранник;25000;30000
Майкоп;Переводчик;32000;
Майкоп;Повар, пекарь, кондитер;;70000
Майкоп;Продавец-консультант, продавец-кассир;47500;53000
Майкоп;Прораб, мастер СМР;65400;74050
Майкоп;Торговый представитель;80000;100000
Майкоп;Фотограф, ретушер;25000;50000
Майкоп;Экономист;35700;
Майна (Республика Хакасия);Водитель;0;0
Майна (Ульяновская область);Торговый представитель;70000;
Майский (Пермский край);Другое;131800;
Майский (Пермский край);Разнорабочий;240000;
Майский (Пермский край);Слесарь, сантехник;240000;
Майский (Пермский край);Токарь, фрезеровщик, шлифовщик;188200;
Майское (Новосибирская область);Другое;131800;
Майское (Новосибирская область);Разнорабочий;131800;
Майское (Новосибирская область);Слесарь, сантехник;240000;
Майское (Новосибирская область);Токарь, фрезеровщик, шлифовщик;188200;
Макарьев;Другое;49000;
Макарьев;Упаковщик, комплектовщик;150000;
Максатиха;Упаковщик, комплектовщик;150000;
Малаховка (Московская область);Администратор магазина, администратор торгового зала;92000;125000
Малаховка (Московская область);Кладовщик;30000;0
Малаховка (Московская область);Менеджер по продажам, менеджер по работе с клиентами;115000;
Малаховка (Московская область);Слесарь, сантехник;92400;
Малая Пурга;Кредитный специалист;37500;
Малиновка;Врач;140000;
Малоархангельск;Упаковщик, комплектовщик;150000;
Малорита;Грузчик;1200;1600
Малорита;Промоутер;;300
Малошуйка;Повар, пекарь, кондитер;110000;165000
Малоярославец;Бухгалтер;80000;
Малоярославец;Другое;62000;
Малоярославец;Инженер-конструктор, инженер-проектировщик;70000;90000
Малоярославец;Инженер-энергетик, инженер-электрик;0;0
Малоярославец;Механик;76800;
Малоярославец;Оператор станков с ЧПУ;0;0
Малоярославец;Сварщик;0;0
Малоярославец;Сервисный инженер, инженер-механик;99800;
Малоярославец;Слесарь, сантехник;0;0
Малоярославец;Упаковщик, комплектовщик;150000;
Малые Вязёмы;Продавец-консультант, продавец-кассир;52000;52000
Малышева;Менеджер по продажам, менеджер по работе с клиентами;80000;
Мамадыш;Официант, бармен, бариста;45000;70000
Мамадыш;Разнорабочий;50000;
Мамадыш;Слесарь, сантехник;;100000
Мамадыш;Страховой агент;35000;
Мамонтово;Специалист технической поддержки;50000;
Мангистау;Другое;130000;160000
Мангут (Омская область);Другое;131800;
Мангут (Омская область);Машинист;0;0
Мангут (Омская область);Разнорабочий;131800;
Мангут (Омская область);Слесарь, сантехник;240000;
Мангут (Омская область);Токарь, фрезеровщик, шлифовщик;345000;
Манжерок;Другое;55000;60000
Манжерок;Повар, пекарь, кондитер;80000;
Мантурово;Другое;31000;
Мантурово;Начальник смены, мастер участка;0;0
Мантурово;Прораб, мастер СМР;37000;
Мантурово;Упаковщик, комплектовщик;150000;
Мантурово;Электромонтажник;32800;
Мантурово (Курская область);Упаковщик, комплектовщик;150000;
Марамзино (Свердловская область);Другое;131800;
Марамзино (Свердловская область);Разнорабочий;240000;
Марамзино (Свердловская область);Слесарь, сантехник;240000;
Марамзино (Свердловская область);Токарь, фрезеровщик, шлифовщик;188200;
Мариинск;Бухгалтер;44000;
Мариинск;Врач;140000;
Мариинск;Грузчик;0;0
Мариинск;Инженер-энергетик, инженер-электрик;0;0
Мариинск;Кредитный специалист;28000;34000
Мариинск;Мастер по ремонту оборудования, техники;25000;
Мариинск;Машинист;0;0
Мари-Турек;Менеджер по продажам, менеджер по работе с клиентами;100000;
Мариуполь;Автослесарь, автомеханик;0;0
Мариуполь;Геодезист;250000;
Мариуполь;Менеджер по продажам, менеджер по работе с клиентами;100000;
Мариуполь;Оператор ПК, оператор базы данных;50000;
Марковский (Пермский край);Другое;131800;
Марковский (Пермский край);Разнорабочий;240000;
Марковский (Пермский край);Слесарь, сантехник;240000;
Марковский (Пермский край);Токарь, фрезеровщик, шлифовщик;188200;
Маркс;Администратор;35000;
Маркс;Продавец-консультант, продавец-кассир;44500;51700
Марьянская;Администратор;28000;35000
Маслова Пристань;Упаковщик, комплектовщик;150000;
Маслянино;Автослесарь, автомеханик;0;0
Маслянино;Другое;0;0
Матвеев-Курган;Ветеринарный врач;90000;
Махачкала;SMM-менеджер, контент-менеджер;40000;70000
Махачкала;Агроном;0;0
Махачкала;Администратор;32500;50000
Махачкала;Водитель;100000;145000
Махачкала;Врач;40000;80000
Махачкала;Грузчик;45000;
Махачкала;Дизайнер, художник;60000;80000
Махачкала;Другое;27500;52500
Махачкала;Инженер по охране труда и технике безопасности, инженер-эколог;55000;61000
Махачкала;Кредитный специалист;45000;
Махачкала;Курьер;85000;143333,3333
Махачкала;Машинист;0;77500
Махачкала;Менеджер по закупкам;60000;85000
Махачкала;Менеджер по продажам, менеджер по работе с клиентами;51250;128000
Махачкала;Менеджер по туризму;25000;30000
Махачкала;Менеджер ресторана;70000;54000
Махачкала;Мерчандайзер;35000;40000
Махачкала;Операционный директор (COO);150000;200000
Махачкала;Официант, бармен, бариста;20000;25000
Махачкала;Повар, пекарь, кондитер;;40000
Махачкала;Продавец-консультант, продавец-кассир;30000;28500
Махачкала;Прораб, мастер СМР;50000;150000
Махачкала;Руководитель отдела продаж;90000;
Махачкала;Токарь, фрезеровщик, шлифовщик;60000;80000
Махачкала;Учитель, преподаватель, педагог;;100000
Махачкала;Финансовый аналитик, инвестиционный аналитик;0;0
Махачкала;Экономист;50000;100000
Махачкала;Юрист;45000;65000
Мачулищи;Менеджер по продажам, менеджер по работе с клиентами;1200;
Маячный (Башкортостан);Другое;131800;
Маячный (Башкортостан);Разнорабочий;240000;
Маячный (Башкортостан);Слесарь, сантехник;240000;
Маячный (Башкортостан);Токарь, фрезеровщик, шлифовщик;207500;70000
Мга;Артист, актер, аниматор;40000;
Мга;Другое;75000;
Мглин;Упаковщик, комплектовщик;150000;
Мегет;Охранник;32000;
Мегион;Бизнес-тренер;0;0
Мегион;Другое;0;0
Мегион;Мастер-приемщик;;80000
Мегион;Повар, пекарь, кондитер;25000;
Мегион;Продавец-консультант, продавец-кассир;40700;61000
Мегион;Электромонтажник;130000;
Мегион;Юрист;50000;60000
Медведовская;Грузчик;58000;
Медвежьегорск;Кредитный специалист;35000;
Медвежьегорск;Повар, пекарь, кондитер;45000;45000
Медвежьегорск;Сервисный инженер, инженер-механик;25000;
Медвенка;Упаковщик, комплектовщик;150000;
Медногорск;Курьер;80000;120000
Медногорск;Упаковщик, комплектовщик;;42500
Медное;Упаковщик, комплектовщик;150000;
Медное (Тверская область);Упаковщик, комплектовщик;150000;
Медынь;Продавец-консультант, продавец-кассир;37000;47000
Медынь;Упаковщик, комплектовщик;150000;
Межгорье (Республика Башкортостан);Другое;131800;
Межгорье (Республика Башкортостан);Инженер по качеству;65000;
Межгорье (Республика Башкортостан);Разнорабочий;131800;
Межгорье (Республика Башкортостан);Слесарь, сантехник;131000;
Межгорье (Республика Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Междуреченск;Водитель;55000;
Междуреченск;Врач;140000;
Междуреченск;Другое;44000;60000
Междуреченск;Инженер-энергетик, инженер-электрик;72500;
Междуреченск;Кладовщик;51000;
Междуреченск;Машинист;180000;
Междуреченск;Повар, пекарь, кондитер;41000;
Междуреченск;Продавец-консультант, продавец-кассир;35000;
Междуреченск;Сварщик;191000;
Междуреченск;Специалист службы безопасности;40000;45000
Междуреченск;Технолог;100000;
Междуреченск;Экономист;40400;
Междуреченский (Ханты-Мансийский АО);Администратор магазина, администратор торгового зала;94000;
Междуреченский (Ханты-Мансийский АО);Механик;100000;125000
Междуреченский (Ханты-Мансийский АО);Продавец-консультант, продавец-кассир;65000;
Межозёрный (Челябинская область);Другое;131800;
Межозёрный (Челябинская область);Маляр, штукатур;0;0
Межозёрный (Челябинская область);Машинист;0;0
Межозёрный (Челябинская область);Разнорабочий;131800;
Межозёрный (Челябинская область);Слесарь, сантехник;148000;100000
Межозёрный (Челябинская область);Технолог;50000;75000
Межозёрный (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Межозёрный (Челябинская область);Электромонтажник;;80000
Мезень;Повар, пекарь, кондитер;110000;165000
Меленки;Курьер;;120000
Меленки;Продавец-консультант, продавец-кассир;35200;44400
Меленки;Торговый представитель;70000;
Меленки;Упаковщик, комплектовщик;150000;
Меленск;Упаковщик, комплектовщик;150000;
Мелеуз;Мерчандайзер;27500;10000
Мелеуз;Руководитель отдела продаж;100000;
Мелеуз;Токарь, фрезеровщик, шлифовщик;120000;120000
Мелеуз;Торговый представитель;50000;
Мелехово (Владимирская область);Водитель;;120000
Мелехово (Владимирская область);Упаковщик, комплектовщик;150000;
Мелитополь;Автослесарь, автомеханик;60000;
Мелитополь;Геолог;51000;
Мелитополь;Другое;90000;100000
Мелитополь;Казначей;46500;
Мелитополь;Менеджер по продажам, менеджер по работе с клиентами;100000;
Мелитополь;Промоутер;60000;
Мелитополь;Специалист по информационной безопасности;63000;
Мелитополь;Специалист по кадрам;42000;
Мелитополь;Торговый представитель;50000;
Мелитополь;Упаковщик, комплектовщик;0;0
Мелитополь;Экономист;52000;52000
Мельниково;Автослесарь, автомеханик;0;0
Менделеево (Пермский край);Другое;131800;
Менделеево (Пермский край);Разнорабочий;131800;
Менделеево (Пермский край);Слесарь, сантехник;240000;
Менделеево (Пермский край);Токарь, фрезеровщик, шлифовщик;188200;
Менделеевск;Другое;35000;
Менделеевск;Инженер по охране труда и технике безопасности, инженер-эколог;92000;
Менделеевск;Официант, бармен, бариста;45000;70000
Менделеевск;Продавец-консультант, продавец-кассир;39000;
Меньшие Можары;Упаковщик, комплектовщик;150000;
Металлострой;Автослесарь, автомеханик;150000;
Мечниково;Менеджер по продажам, менеджер по работе с клиентами;150000;
Мещовск;Упаковщик, комплектовщик;150000;
Миасс;Автослесарь, автомеханик;100000;
Миасс;Бухгалтер;25000;32500
Миасс;Водитель;96000;136666,6667
Миасс;Грузчик;31000;32000
Миасс;Директор магазина, директор сети магазинов;45000;55000
Миасс;Другое;80000;128750
Миасс;Инженер ПТО, инженер-сметчик;0;0
Миасс;Кладовщик;35062;37630
Миасс;Контролёр ОТК;37500;
Миасс;Курьер;;51538
Миасс;Машинист;85000;
Миасс;Медицинская сестра, медицинский брат;40000;45000
Миасс;Менеджер по продажам, менеджер по работе с клиентами;63750;
Миасс;Менеджер по работе с партнерами;;40000
Миасс;Оператор станков с ЧПУ;80000;
Миасс;Переводчик;32000;
Миасс;Продавец-консультант, продавец-кассир;38028,5;38765
Миасс;Сварщик;180000;
Миасс;Слесарь, сантехник;132000;
Миасс;Технолог;42700;89600
Миасс;Токарь, фрезеровщик, шлифовщик;28750;50000
Миасс;Упаковщик, комплектовщик;38500;41500
Миллерово;Водитель;62500;
Миллерово;Другое;30000;32000
Милославское;Упаковщик, комплектовщик;150000;
Мильково (Камчатский край);Повар, пекарь, кондитер;70000;75000
Минеральные Воды;Автослесарь, автомеханик;50000;80000
Минеральные Воды;Бухгалтер;42000;
Минеральные Воды;Водитель;36000;
Минеральные Воды;Генеральный директор, исполнительный директор (CEO);0;0
Минеральные Воды;Директор магазина, директор сети магазинов;43900;70240
Минеральные Воды;Другое;0;0
Минеральные Воды;Инженер по качеству;100000;
Минеральные Воды;Кладовщик;64400;77300
Минеральные Воды;Координатор отдела продаж;;50000
Минеральные Воды;Менеджер по продажам, менеджер по работе с клиентами;60500;79000
Минеральные Воды;Оператор call-центра, специалист контактного центра;42000;42000
Минеральные Воды;Оператор ПК, оператор базы данных;0;0
Минеральные Воды;Повар, пекарь, кондитер;33000;42300
Минеральные Воды;Продавец-консультант, продавец-кассир;30000;38400
Минеральные Воды;Товаровед;54000;60000
Минеральные Воды;Упаковщик, комплектовщик;57500;150000
Минеральные Воды;Электромонтажник;52500;52500
Минино;Разнорабочий;0;0
Минск;BI-аналитик, аналитик данных;1000;1500
Минск;DevOps-инженер;0;0
Минск;SMM-менеджер, контент-менеджер;0;0
Минск;Автомойщик;2200;
Минск;Автослесарь, автомеханик;1462,5;3200
Минск;Агент по недвижимости;650;0
Минск;Администратор;930;891,6666667
Минск;Администратор магазина, администратор торгового зала;1475;1733,333333
Минск;Аналитик;11666,66667;28333,33333
Минск;Артист, актер, аниматор;725;1250
Минск;Архитектор;0;0
Минск;Ассистент врача;1500;
Минск;Бизнес-аналитик;0;0
Минск;Бизнес-тренер;0;0
Минск;Бухгалтер;1186,285714;1109,090909
Минск;Ветеринарный врач;1500;
Минск;Водитель;11454,72222;19352,27273
Минск;Воспитатель, няня;525;425
Минск;Врач;2616,666667;3230,769231
Минск;Главный инженер проекта;0;0
Минск;Грузчик;950;833,3333333
Минск;Дворник;1200;1400
Минск;Дизайнер, художник;771,4285714;1008,333333
Минск;Директор магазина, директор сети магазинов;500;750
Минск;Директор по маркетингу и PR (CMO);0;0
Минск;Диспетчер;1566,666667;1500
Минск;Другое;4079,5;1691,842105
Минск;Инженер по качеству;0;0
Минск;Инженер по охране труда и технике безопасности, инженер-эколог;1700;
Минск;Инженер по эксплуатации;1333,333333;0
Минск;Инженер ПТО, инженер-сметчик;0;0
Минск;Инженер-конструктор, инженер-проектировщик;1903,571429;1400
Минск;Инженер-электроник, инженер-электронщик;600;0
Минск;Инженер-энергетик, инженер-электрик;1342,666667;1105
Минск;Кассир-операционист;1140;1700
Минск;Кладовщик;1636,428571;1687,5
Минск;Копирайтер, редактор, корректор;250;390
Минск;Косметолог;2000;3500
Минск;Кредитный специалист;0;0
Минск;Курьер;133,3333333;333,3333333
Минск;Маляр, штукатур;1800;1400
Минск;Маркетолог-аналитик;833,3333333;0
Минск;Массажист;1000;2000
Минск;Мастер ногтевого сервиса;1350;3250
Минск;Мастер по ремонту оборудования, техники;2400;
Минск;Мастер-приемщик;2028,571429;3500
Минск;Машинист;2033,333333;2950
Минск;Медицинская сестра, медицинский брат;761,25;433,3333333
Минск;Медицинский представитель;2000;
Минск;Менеджер по закупкам;1566,666667;1340
Минск;Менеджер по логистике, менеджер по ВЭД;1300;2916,666667
Минск;Менеджер по маркетингу, интернет-маркетолог;500;616,6666667
Минск;Менеджер по персоналу;900;1100
Минск;Менеджер по продажам, менеджер по работе с клиентами;7899,509804;14497,2973
Минск;Менеджер по работе с партнерами;0;0
Минск;Менеджер по туризму;1200;4000
Минск;Менеджер продукта;0;0
Минск;Менеджер ресторана;0;0
Минск;Мерчандайзер;1050;1348,333333
Минск;Методист;0;0
Минск;Методолог;0;0
Минск;Механик;2000;
Минск;Монтажник;1944,444444;3083,333333
Минск;Научный специалист, исследователь;1600;2000
Минск;Начальник производства;900;0
Минск;Начальник склада;0;0
Минск;Начальник смены, мастер участка;1566,666667;2250
Минск;Оператор call-центра, специалист контактного центра;12450;16200
Минск;Оператор ПК, оператор базы данных;625;500
Минск;Оператор производственной линии;1550;2300
Минск;Оператор станков с ЧПУ;2200;
Минск;Операционный директор (COO);3500;6000
Минск;Офис-менеджер;0;0
Минск;Официант, бармен, бариста;907,5;825
Минск;Охранник;727,6666667;600
Минск;Повар, пекарь, кондитер;1453;1825
Минск;Программист, разработчик;15775,86207;50203,7037
Минск;Продавец-консультант, продавец-кассир;1085,72;1474,444444
Минск;Промоутер;0;0
Минск;Прораб, мастер СМР;1300;0
Минск;Разнорабочий;1350;1950
Минск;Руководитель отдела логистики;2500;0
Минск;Руководитель отдела персонала;0;0
Минск;Руководитель отдела продаж;3250;
Минск;Руководитель проектов;800;500
Минск;Руководитель филиала;3200;
Минск;Сварщик;2240;3000
Минск;Секретарь, помощник руководителя, ассистент;8742,857143;1033,333333
Минск;Сервисный инженер, инженер-механик;1231,818182;1570
Минск;Системный администратор;0;1437,5
Минск;Системный аналитик;0;0
Минск;Системный инженер;0;0
Минск;Слесарь, сантехник;1590,909091;1547,5
Минск;Специалист по кадрам;1602,5;
Минск;Специалист по подбору персонала;870;200
Минск;Специалист по сертификации;2000;
Минск;Специалист по тендерам;1900;3000
Минск;Специалист технической поддержки;0;0
Минск;Тестировщик;0;0
Минск;Технолог;1814;2100
Минск;Товаровед;1375;
Минск;Токарь, фрезеровщик, шлифовщик;2250;2433,333333
Минск;Торговый представитель;1866,666667;2300
Минск;Уборщица, уборщик;701,8333333;650
Минск;Упаковщик, комплектовщик;1353,846154;1700
Минск;Учитель, преподаватель, педагог;412,5;583,3333333
Минск;Фармацевт-провизор;0;0
Минск;Финансовый аналитик, инвестиционный аналитик;0;0
Минск;Финансовый менеджер;610;1220
Минск;Фитнес-тренер, инструктор тренажерного зала;500;2000
Минск;Швея, портной, закройщик;1780;2200
Минск;Экономист;773,5;620
Минск;Электромонтажник;2257,142857;3366,666667
Минск;Юрисконсульт;1300;1250
Минусинск;Автослесарь, автомеханик;0;0
Минусинск;Администратор;35000;
Минусинск;Водитель;36666,66667;48333,33333
Минусинск;Врач;47535;58797
Минусинск;Делопроизводитель, архивариус;60000;
Минусинск;Машинист;0;0
Минусинск;Менеджер по продажам, менеджер по работе с клиентами;80000;150000
Минусинск;Продавец-консультант, продавец-кассир;70000;
Минусинск;Разнорабочий;22500;0
Минусинск;Упаковщик, комплектовщик;17500;0
Минусинск;Юрист;40000;
Мирный (Архангельская область);Повар, пекарь, кондитер;110000;165000
Мирный (Архангельская область);Специалист технической поддержки;64000;
Мирный (Брянская область, Гордеевский район);Упаковщик, комплектовщик;150000;
Мирный (Республика Саха (Якутия));Бухгалтер;0;0
Мирный (Республика Саха (Якутия));Другое;208500;234000
Мирный (Республика Саха (Якутия));Инженер ПТО, инженер-сметчик;0;0
Мирный (Республика Саха (Якутия));Курьер;60000;
Мирный (Республика Саха (Якутия));Менеджер по продажам, менеджер по работе с клиентами;100000;
Мирный (Республика Саха (Якутия));Метролог;0;0
Мирный (Республика Саха (Якутия));Продавец-консультант, продавец-кассир;0;0
Мирный (Республика Саха (Якутия));Разнорабочий;55000;
Мирный (Самарская область);Врач;73333,33333;
Мирный (Челябинская область);Другое;131800;
Мирный (Челябинская область);Разнорабочий;131800;
Мирный (Челябинская область);Слесарь, сантехник;240000;
Мирный (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Мисайлово;Администратор;50000;
Митино;Продавец-консультант, продавец-кассир;55000;
Митрофановка;Упаковщик, комплектовщик;150000;
Михайлов;Водитель;24020;27623
Михайлов;Разнорабочий;31000;
Михайлов;Сервисный инженер, инженер-механик;44500;
Михайлов;Упаковщик, комплектовщик;150000;
Михайловка (Волгоградская область);Водитель;93000;130000
Михайловка (Волгоградская область);Машинист;0;0
Михайловка (Волгоградская область);Менеджер по продажам, менеджер по работе с клиентами;50000;
Михайловка (Иркутская область);Водитель;0;75000
Михайловка (Иркутская область);Машинист;290000;
Михайловка (Иркутская область);Охранник;108000;
Михайловка (Приморский край);Директор магазина, директор сети магазинов;78846;78846
Михайловка (Приморский край);Другое;67000;140000
Михайловка (Саратовская область);Разнорабочий;89100;89100
Михайловка (Уфимский район, Башкортостан);Другое;131800;
Михайловка (Уфимский район, Башкортостан);Разнорабочий;240000;
Михайловка (Уфимский район, Башкортостан);Слесарь, сантехник;131000;
Михайловка (Уфимский район, Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Михайловск (Свердловская область);Другое;131800;
Михайловск (Свердловская область);Инженер-энергетик, инженер-электрик;0;0
Михайловск (Свердловская область);Контролёр ОТК;30000;
Михайловск (Свердловская область);Менеджер/руководитель АХО;0;0
Михайловск (Свердловская область);Разнорабочий;240000;
Михайловск (Свердловская область);Слесарь, сантехник;240000;
Михайловск (Свердловская область);Токарь, фрезеровщик, шлифовщик;188200;
Михайловск (Ставропольский край);Водитель;75000;95000
Михайловск (Ставропольский край);Менеджер по продажам, менеджер по работе с клиентами;60000;200000
Михайловск (Ставропольский край);Продавец-консультант, продавец-кассир;45000;40000
Михайловск (Ставропольский край);Разнорабочий;40000;
Михайловск (Ставропольский край);Специалист службы безопасности;80000;
Михайловск (Ставропольский край);Товаровед;60000;
Михайловск (Ставропольский край);Фармацевт-провизор;43000;40000
Михайловск (Ставропольский край);Экономист;56250;56250
Михайловское;Учитель, преподаватель, педагог;30000;35000
Михнево (Московская область, Ступинский район);Администратор магазина, администратор торгового зала;60000;70000
Михнево (Московская область, Ступинский район);Менеджер по продажам, менеджер по работе с клиентами;51000;135000
Михнево (Московская область, Ступинский район);Начальник смены, мастер участка;140000;
Мичуринск;Водитель;35000;40000
Мичуринск;Другое;101870;131490
Мичуринск;Повар, пекарь, кондитер;30000;
Мичуринск;Разнорабочий;77000;
Мичуринск;Технолог;100000;150000
Мичуринск;Токарь, фрезеровщик, шлифовщик;155000;190000
Мичуринск;Упаковщик, комплектовщик;150000;
Мичуринский (Брянская область);Упаковщик, комплектовщик;150000;
Мишкино (Мишкинский район, Башкортостан);Другое;131800;
Мишкино (Мишкинский район, Башкортостан);Разнорабочий;131800;
Мишкино (Мишкинский район, Башкортостан);Слесарь, сантехник;131000;
Мишкино (Мишкинский район, Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Мишковка (Брянская область);Упаковщик, комплектовщик;150000;
Могилев;Автослесарь, автомеханик;2000;3500
Могилев;Администратор;800;1000
Могилев;Аудитор;200;200
Могилев;Бухгалтер;1000;
Могилев;Видеооператор, видеомонтажер;1000;
Могилев;Водитель;31650;2450
Могилев;Грузчик;900;
Могилев;Директор по маркетингу и PR (CMO);;1500
Могилев;Другое;1668,75;2600
Могилев;Маляр, штукатур;1500;
Могилев;Машинист;2000;
Могилев;Медицинская сестра, медицинский брат;1450;
Могилев;Менеджер по логистике, менеджер по ВЭД;4000;
Могилев;Менеджер по маркетингу, интернет-маркетолог;;1350
Могилев;Менеджер по продажам, менеджер по работе с клиентами;815;3000
Могилев;Механик;2300;
Могилев;Монтажник;2000;3000
Могилев;Оператор производственной линии;2000;
Могилев;Охранник;0;0
Могилев;Повар, пекарь, кондитер;1000;
Могилев;Программист, разработчик;;1870
Могилев;Продавец-консультант, продавец-кассир;833,3333333;1620
Могилев;Промоутер;1200;2000
Могилев;Разнорабочий;2000;
Могилев;Руководитель отдела логистики;1500;
Могилев;Секретарь, помощник руководителя, ассистент;25000;50000
Могилев;Сервисный инженер, инженер-механик;950;0
Могилев;Системный администратор;1000;1100
Могилев;Специалист по подбору персонала;0;0
Могилев;Специалист технической поддержки;1100;1200
Могилев;Технический директор (CTO);3000;
Могилев;Уборщица, уборщик;400;800
Могилев;Упаковщик, комплектовщик;1850;1370
Могилев;Учитель, преподаватель, педагог;0;0
Могилев;Швея, портной, закройщик;1500;2500
Могилев;Электромонтажник;3500;
Могоча;Автослесарь, автомеханик;0;0
Можайск;Администратор магазина, администратор торгового зала;44000;56000
Можайск;Ветеринарный врач;100000;200000
Можайск;Другое;52000;
Можайск;Инженер-энергетик, инженер-электрик;101334,5;100000
Можайск;Кассир-операционист;38220;47200
Можайск;Мастер-приемщик;95000;
Можайск;Медицинский представитель;0;0
Можайск;Монтажник;90000;250000
Можайск;Продавец-консультант, продавец-кассир;33000;45000
Мозырь;Водитель;120000;
Мозырь;Официант, бармен, бариста;0;0
Мозырь;Продавец-консультант, продавец-кассир;833,3333333;1000
Мозырь;Юрисконсульт;1200;1200
Мозырь;Юрист;1500;
Мокшан;Водитель;200000;
Мокшино;Фармацевт-провизор;55000;90000
Молодечно;Бухгалтер;;1800
Молодечно;Врач;800;1500
Молодечно;Грузчик;2000;2000
Молодечно;Другое;2320;5320
Молодечно;Менеджер по продажам, менеджер по работе с клиентами;1150;1200
Молодечно;Начальник смены, мастер участка;1800;
Молодечно;Официант, бармен, бариста;1500;
Молодечно;Продавец-консультант, продавец-кассир;1350;1700
Молодечно;Технолог;1500;
Молодечно;Торговый представитель;1500;3500
Молодечно;Учитель, преподаватель, педагог;0;0
Молоково (Тверская область);Упаковщик, комплектовщик;150000;
Молочные Дворы;Упаковщик, комплектовщик;150000;
Молочный;Водитель;85000;
Монастырщина;Упаковщик, комплектовщик;150000;
Монино;Грузчик;90000;110000
Монино;Специалист технической поддержки;80000;
Монино;Упаковщик, комплектовщик;80000;135000
Мончегорск;Инженер-энергетик, инженер-электрик;82500;92000
Мончегорск;Менеджер по продажам, менеджер по работе с клиентами;50000;70000
Мончегорск;Монтажник;65000;
Мончегорск;Охранник;50000;90000
Мордвес;Упаковщик, комплектовщик;150000;
Мордово;Продавец-консультант, продавец-кассир;35000;
Мордово;Упаковщик, комплектовщик;150000;
Морозовск;Автослесарь, автомеханик;70000;
Морозовск;Водитель;;150000
Морозовск;Торговый представитель;;95000
Моршанск;Другое;94000;
Моршанск;Менеджер по продажам, менеджер по работе с клиентами;40000;
Моршанск;Торговый представитель;;67000
Моршанск;Упаковщик, комплектовщик;150000;
Мосальск;Другое;100000;
Мосальск;Упаковщик, комплектовщик;150000;
Москва;BI-аналитик, аналитик данных;22687,5;21333,33333
Москва;DevOps-инженер;12500;84285,71429
Москва;Event-менеджер;44350;31538,46154
Москва;PR-менеджер;43421,05263;38928,57143
Москва;SMM-менеджер, контент-менеджер;38953,48837;42941,17647
Москва;Автомойщик;60000;107500
Москва;Автослесарь, автомеханик;89285,71429;155000
Москва;Агент по недвижимости;144523,8095;653548,3871
Москва;Агроном;85500;153000
Москва;Администратор;55768,54605;78650,18269
Москва;Администратор магазина, администратор торгового зала;57064,42222;66762,47222
Москва;Аналитик;30485,92233;32835,17582
Москва;Андеррайтер;80000;
Москва;Арт-директор, креативный директор;38333,33333;61428,57143
Москва;Артист, актер, аниматор;12000;14000
Москва;Архитектор;58055,55556;65925,92593
Москва;Ассистент врача;55454,54545;75666,66667
Москва;Аудитор;46578,94737;34666,66667
Москва;Бизнес-аналитик;25000;32512,19512
Москва;Бизнес-тренер;39444,44444;35266,66667
Москва;Брокер;145000;310000
Москва;Бухгалтер;71688,0531;67953,125
Москва;Ветеринарный врач;69000;137500
Москва;Видеооператор, видеомонтажер;80500;100000
Москва;Водитель;96483,09524;140225,069
Москва;Воспитатель, няня;54966,2963;55269
Москва;Врач;99733,0198;145920,6981
