City;Name_id;Среднее по полю Salary From;Среднее по полю Salary To
Калинино (Пермский край);Токарь, фрезеровщик, шлифовщик;188200;
Калининский;Мерчандайзер;3580;3580
Калинковичи;Водитель;120000;
Калманка;Продавец-консультант, продавец-кассир;32000;
Калмыковский;Автослесарь, автомеханик;0;0
Калтан;Врач;140000;
Калтан;Директор магазина, директор сети магазинов;41900;72200
Калтан;Машинист;220500;
Калтан;Менеджер по продажам, менеджер по работе с клиентами;50000;
Калтан;Оператор производственной линии;84000;
